"Customer Name","Item Name","Stock Code","# Sold","Category","Supplier","Stock Level","Price","Cost","Profit","Margin","Markup","Discounts","Tax","Total","# Refunded","Total","Balance"
"","CR TORPEDO MADURO","5166710263","18","PREMIUM CIGARS","PHILIPS & KING","19.00","$62.12","$34.38","$27.20","43.77%","80.69%","$0.55","$4.29","$65.87","0.00","$0.00","$65.87"
"","ED ROBUSTO MADURO","5166711610","1","PREMIUM CIGARS","PHILIPS & KING","0.00","$46.49","$32.47","$12.02","25.86%","43.18%","$2.00","$3.11","$47.60","0.00","$0.00","$47.60"
"","ED ROBUSTO SWEET","5166733922","1","PREMIUM CIGARS","PHILIPS & KING","0.00","$42.99","$30.02","$12.97","30.17%","43.20%","$0.00","$3.01","$46.00","0.00","$0.00","$46.00"
"","LOON SALTS 60MG FANSTASIE ORANGE","6746198950","28","LOON SALTS 60MG","MIDWEST","3.00","$266.14","$154.50","$109.15","41.01%","72.26%","$2.49","$18.44","$282.09","0.00","$0.00","$282.09"
"","AIR FACTORY JUICE 3MG/ML","1042903837","3","AIR FACTORY 3MG/ML","MIDWEST","45.00","$33.57","$18.00","$15.57","46.38%","86.50%","$0.00","$2.35","$35.92","0.00","$0.00","$35.92"
"","AIR FACTORY JUICE 6MG/ML","1008446259","3","AIR FACTORY 6MG/ML","MIDWEST","42.00","$33.57","$16.50","$17.07","50.85%","103.45%","$0.00","$2.35","$35.92","0.00","$0.00","$35.92"
"","PILLOW TALK 8.5K STRAWBERRY WATERMELON CANDY","1010876519","123","PILLOW TALK","MIDWEST","11.00","$1245.54","$670.70","$568.10","45.61%","85.71%","$6.74","$86.79","$1325.59","0.00","$0.00","$1325.59"
"","NEXA 20K STRAWBERRY BANANA","9713654085","27","NEXA","MIDWEST","31.00","$346.45","$216.00","$128.05","36.96%","60.39%","$2.40","$24.10","$368.15","0.00","$0.00","$368.15"
"","BUGATTI ELITE 9K","0590900075","151","BUGATTI 9K","MIDWEST","122.00","$1064.07","$302.00","$751.35","70.61%","252.34%","$10.72","$73.82","$1127.17","0.00","$0.00","$1127.17"
"","VAPORESSO GTX O.2 MESH COIL","4349868929","16","MOD","MIDWEST","34.00","$42.46","$20.16","$21.75","51.22%","110.62%","$0.55","$2.93","$44.84","0.00","$0.00","$44.84"
"","ZIPPO FIERY DRAGON DESIGN 49776","9169371859","1","LIGHTER","PHILIPS & KING","0.00","$31.95","$16.99","$14.96","46.82%","88.05%","$0.00","$2.24","$34.19","0.00","$0.00","$34.19"
"","ZIPPO JOINED FORCES 24457","4168924457","1","LIGHTER","PHILIPS & KING","0.00","$45.95","$23.99","$21.96","47.79%","91.54%","$0.00","$3.22","$49.17","0.00","$0.00","$49.17"
"","ZIPPO BLACK MATTEE ANNE STOKES COLLECTION 49548","9169321816","1","LIGHTER","PHILIPS & KING","0.00","$33.95","$17.99","$15.96","47.01%","88.72%","$0.00","$2.38","$36.33","0.00","$0.00","$36.33"
"","ZIPPO LIFE AND DEATH WOMAN MATTE BLACK 48616","9169353239","1","LIGHTER","PHILIPS & KING","0.00","$31.95","$16.99","$9.72","30.42%","88.05%","$5.24","$1.87","$28.58","0.00","$0.00","$28.58"
"","SOUTH 3K 6.5ML","4039580370","25","SOUTH 3K","MIDWEST","25.00","$199.75","$116.00","$80.19","40.15%","72.20%","$3.56","$13.74","$209.93","0.00","$0.00","$209.93"
"","VAPO LUXE X PRO KIT","4349863513","7","MOD","MIDWEST","1.00","$314.93","$157.50","$151.49","48.10%","99.96%","$5.94","$21.63","$330.62","0.00","$0.00","$330.62"
"","GEEKBAR PULSE X 25K BLUE RANCHER","1012543828","303","GEEKBAR PULSE X 15K","MIDWEST","28.00","$4434.77","$3145.00","$1246.98","28.12%","41.01%","$42.79","$307.49","$4699.47","0.00","$0.00","$4699.47"
"","RAW T-SHIRT XL","1616530649","1","RAW TSHIRT","ART OF GLASS","1.00","$28.99","$13.00","$13.99","48.26%","123.00%","$2.00","$1.89","$28.88","0.00","$0.00","$28.88"
"","RAW SOCKS 10-13 SIZE","1616529327","2","RAW SOCKS","ART OF GLASS","14.00","$35.98","$16.00","$19.98","55.53%","124.87%","$0.00","$2.52","$38.50","0.00","$0.00","$38.50"
"","ZIGZAG SOCKS 7-13 SIZE","8476260264","2","ZIGZAG SOCKS","ART OF GLASS","4.00","$35.98","$16.00","$19.98","55.53%","124.87%","$0.00","$2.52","$38.50","0.00","$0.00","$38.50"
"","RAW CREWNECK SWEATSHIRT L","1616529273","1","RAW TSHIRT","ART OF GLASS","1.00","$68.99","$33.00","$35.99","52.17%","109.06%","$0.00","$4.83","$73.82","0.00","$0.00","$73.82"
"","RAE ZIP HOODIE XL","1616529790","1","RAW HOODIE","ART OF GLASS","1.00","$109.99","$52.99","$57.00","51.82%","107.57%","$0.00","$7.70","$117.69","0.00","$0.00","$117.69"
"","RAW DOUBLE SIX DOMINOES GAME","1616529208","1","RAW NOVELTY","ART OF GLASS","2.00","$39.99","$15.00","$24.99","62.49%","166.60%","$0.00","$2.80","$42.79","0.00","$0.00","$42.79"
"","RAW FLIP FLOPS M-10","9273122627","1","RAW NOVELTY","ART OF GLASS","1.00","$39.99","$17.99","$22.00","55.01%","122.29%","$0.00","$2.80","$42.79","0.00","$0.00","$42.79"
"","ZIPPO SPIRIT CANDLE 5OZ","9169370006","8","ZIPPO CANDEL","ART OF GLASS","4.00","$119.92","$48.00","$71.23","59.40%","149.83%","$0.69","$8.35","$127.58","0.00","$0.00","$127.58"
"","PINK PUSSY CAT CAP","9187500462","8","MISC","ART OF GLASS","14.00","$71.92","$13.36","$57.64","80.14%","438.32%","$0.92","$4.97","$75.97","0.00","$0.00","$75.97"
"","TRUEWEIGHT TUFF-WEIGH","1006087144","2","GLASS ACC","MIDWEST","5.00","$59.98","$24.00","$34.89","58.17%","149.92%","$1.09","$4.12","$63.01","0.00","$0.00","$63.01"
"","TRUWEIGHT CRIMSON","5438400747","1","GLASS ACC","ART OF GLASS","4.00","$42.99","$17.00","$25.99","60.46%","152.88%","$0.00","$3.01","$46.00","0.00","$0.00","$46.00"
"","BACKWOODS DIGITAL SCALE","9999997668","1","GLASS ACC","ART OF GLASS","3.00","$12.99","$5.00","$7.99","61.51%","159.80%","$0.00","$0.91","$13.90","0.00","$0.00","$13.90"
"","STUN GUN SELF-DEFENCE L-100","2390597474","1","STUN GUN","ART OF GLASS","3.00","$24.99","$10.00","$14.99","59.98%","149.90%","$0.00","$1.75","$26.74","0.00","$0.00","$26.74"
"","BIC RAW LIGHTER","7033066664","26","LIGHTER","ART OF GLASS","20.00","$56.94","$27.04","$27.94","49.07%","110.58%","$1.96","$3.78","$58.76","0.00","$0.00","$58.76"
"","A+C SERIES USB CHARGER","9999921702","1","USB CABLE/CHARGER","ART OF GLASS","71.00","$9.99","$2.78","$7.21","72.17%","259.35%","$0.00","$0.70","$10.69","0.00","$0.00","$10.69"
"","WILD BERRY FRAGRANCE OIL","6953803012","5","SMOKE ODOR","ART OF GLASS","76.00","$49.95","$18.75","$28.24","56.54%","166.40%","$2.96","$3.29","$50.28","0.00","$0.00","$50.28"
"","WILD BERRY WAX MELTS","6953808416","9","SMOKE ODOR","ART OF GLASS","62.00","$62.91","$26.91","$34.45","54.76%","133.78%","$1.55","$4.30","$65.66","0.00","$0.00","$65.66"
"","CHEETAH PEPPER SPRAY","3058626959","1","STUN GUN","ART OF GLASS","4.00","$14.99","$4.00","$5.99","39.96%","274.75%","$5.00","$0.70","$10.69","0.00","$0.00","$10.69"
"","TECHNO TORCH SUPER JUMBO LIGHTERS","0767010921","11","LIGHTER","ART OF GLASS","24.00","$87.89","$24.42","$63.47","72.22%","259.91%","$0.00","$6.16","$94.05","0.00","$0.00","$94.05"
"","420 FORMULA CLEANING KIT","2598797025","2","GLASS ACC","ART OF GLASS","0.00","$85.98","$35.98","$50.00","58.15%","138.97%","$0.00","$6.02","$92.00","0.00","$0.00","$92.00"
"","HAPPY VALENTINE GLASS ROSE","3688255618","10","GLASS ACC","ART OF GLASS","37.00","$49.90","$7.50","$42.40","84.97%","565.33%","$0.00","$3.50","$53.40","0.00","$0.00","$53.40"
"","I LOVE YOU ROSE","3688255619","4","GLASS ACC","ART OF GLASS","68.00","$23.96","$3.32","$20.64","86.14%","621.69%","$0.00","$1.68","$25.64","0.00","$0.00","$25.64"
"","SPECIAL BLUE HANGING CAR FRESHENERS","1149010026","1","SMOKE ODOR","ART OF GLASS","138.00","$2.99","$1.00","$1.99","66.56%","199.00%","$0.00","$0.21","$3.20","0.00","$0.00","$3.20"
"","INCENSE HOLDER","9999972599","8","SMOKE ODOR","ART OF GLASS","2.00","$23.92","$5.04","$18.29","76.46%","374.60%","$0.59","$1.64","$24.97","0.00","$0.00","$24.97"
"","TKC GREEN MAENG DA 8OZ","5003987123","4","KRATOM COMPANY 8OZ","ART OF GLASS","1.00","$119.96","$60.00","$59.96","49.98%","99.93%","$0.00","$8.40","$128.36","0.00","$0.00","$128.36"
"","TKC GREEN INDO 8OZ","5003987120","4","KRATOM COMPANY 8OZ","ART OF GLASS","3.00","$119.96","$60.00","$56.91","47.44%","99.93%","$3.05","$8.18","$125.09","0.00","$0.00","$125.09"
"","TKC RED BALI 8OZ","5003987121","1","KRATOM COMPANY 8OZ","ART OF GLASS","4.00","$29.99","$15.00","$14.32","47.75%","99.93%","$0.67","$2.05","$31.37","0.00","$0.00","$31.37"
"","TKC WHITE HORN","5003987119","1","KRATOM COMPANY 8OZ","ART OF GLASS","3.00","$29.99","$15.00","$14.99","49.98%","99.93%","$0.00","$2.10","$32.09","0.00","$0.00","$32.09"
"","SANDBLASTED & OPAQUE OIL BURNER","9999961326","3","GLASS ACC","ART OF GLASS","1.00","$104.97","$23.97","$81.00","77.16%","337.92%","$0.00","$7.35","$112.32","0.00","$0.00","$112.32"
"","ASHCATCHER 14MM AC425","9999971613","1","GLASS ACC","ART OF GLASS","2.00","$54.99","$18.00","$36.99","67.27%","205.50%","$0.00","$3.85","$58.84","0.00","$0.00","$58.84"
"","DALLAS COWBOY OIL BUBBLER OB148","9999975440","1","GLASS ACC","ART OF GLASS","3.00","$24.99","$5.00","$19.99","79.99%","399.80%","$0.00","$1.75","$26.74","0.00","$0.00","$26.74"
"","RASTA 420 OIL BURNER OB150","9999947697","1","GLASS ACC","ART OF GLASS","3.00","$24.99","$5.00","$19.99","79.99%","399.80%","$0.00","$1.75","$26.74","0.00","$0.00","$26.74"
"","3.5" SLIM TUBE OIL BUBBLER OB157 NHS3292","9999919650","12","GLASS ACC","MIDWEST","34.00","$155.88","$35.92","$118.07","75.74%","333.96%","$1.89","$10.79","$164.78","0.00","$0.00","$164.78"
"","14MM GLASS BULB BANGER OB114","9999953725","1","GLASS ACC","ART OF GLASS","1.00","$19.99","$8.00","$11.99","59.98%","149.87%","$0.00","$1.40","$21.39","0.00","$0.00","$21.39"
"","14MM FEMALE CLEAN BOWLHEAD AC103-1","9999923448","0","GLASS ACC","ART OF GLASS","8.00","$0.00","$0.00","-$0.80","0","0.00%","$0.80","-$0.06","-$0.86","0.00","$0.00","-$0.86"
"","INTERSTATE 420 OIL BUBBLER OB149","9999976683","1","GLASS ACC","ART OF GLASS","4.00","$24.99","$4.99","$20.00","80.03%","400.80%","$0.00","$1.75","$26.74","0.00","$0.00","$26.74"
"","INFUZD 2KG SINGLE CYLINDER","1014247081","43","INFUZD 2KG","ART OF GLASS","0.00","$3396.57","$1935.00","$1412.69","41.59%","75.53%","$48.88","$234.35","$3582.04","0.00","$0.00","$3582.04"
"","INFUZD 1.364KG BIRTHDAY CAKE","1012040850","25","INFUZD 1.364KG","MY SMOKE","0.00","$1766.75","$885.77","$806.80","45.67%","99.46%","$74.18","$118.49","$1811.06","0.00","$0.00","$1811.06"
"","JOB CIGARETTE PAPER 0.99","8640000083","20","WRAP","ART OF GLASS","26.00","$19.80","$12.20","$7.38","37.27%","62.30%","$0.22","$1.38","$20.96","0.00","$0.00","$20.96"
"","JOB SINGLE WIDE PP 0.99","8640000028","14","WRAP","ART OF GLASS","10.00","$13.86","$8.54","$5.32","38.38%","62.30%","$0.00","$0.97","$14.83","0.00","$0.00","$14.83"
"","METAL SIGNS ","9999958299","1","MISC","ART OF GLASS","9.00","$19.99","$5.99","$10.00","50.03%","233.72%","$4.00","$1.12","$17.11","0.00","$0.00","$17.11"
"","CAPRI REGULAR SS","2720000238","2","CIGS CAPRI","HENERY'S","8.00","$23.50","$21.86","$1.64","6.98%","7.50%","$0.00","$1.64","$25.14","0.00","$0.00","$25.14"
"","MARLBORO BLACK GOLD 100","2820000167","31","CIGS MARL BLK ","HENERY'S","39.00","$246.70","$237.44","$9.26","3.75%","3.90%","$0.00","$17.26","$263.96","0.00","$0.00","$263.96"
"","MARLBORO 72 BLACK GREEN CIG","2820000935","1","CIGS MARL 72'S","HENERY'S","8.00","$8.51","$7.95","$0.56","6.58%","7.04%","$0.00","$0.60","$9.11","0.00","$0.00","$9.11"
"","MONTCLAIR MENTHOL GOLD 100","9060000097","50","CIGS MONTCLAIR","HENERY'S","17.00","$221.52","$209.16","$1.37","0.62%","5.91%","$10.99","$14.87","$225.40","0.00","$0.00","$225.40"
"","MONTCLAIR BLUE BOX","9060000003","2","CIGS MONTCLAIR","HENERY'S","18.00","$9.25","$8.71","$0.54","5.84%","6.20%","$0.00","$0.65","$9.90","0.00","$0.00","$9.90"
"","MONTCLAIR MENTHOL 100","9060000023","17","CIGS MONTCLAIR","HENERY'S","22.00","$76.86","$72.28","$3.83","4.98%","6.34%","$0.75","$5.36","$81.47","0.00","$0.00","$81.47"
"","OLD GOLD GOLD 100 BOX","2610000860","3","CIGS OLD GOLD","HENERY'S","7.00","$27.12","$25.34","$1.78","6.56%","7.02%","$0.00","$1.90","$29.02","0.00","$0.00","$29.02"
"","VUSE GT 4PK 5%","4920502354","8","VUSE 4PK","HENERY'S","7.00","$255.92","$156.56","$97.36","38.04%","63.46%","$2.00","$17.78","$271.70","0.00","$0.00","$271.70"
"","VUSE MN 4PK 5%","4920502345","16","VUSE 4PK","HENERY'S","14.00","$511.84","$313.12","$192.09","37.53%","63.46%","$6.63","$35.37","$540.58","0.00","$0.00","$540.58"
"","VUSE GT 4PK 2.4%","4920502351","5","VUSE 4PK","HENERY'S","10.00","$159.95","$97.85","$62.10","38.82%","63.46%","$0.00","$11.20","$171.15","0.00","$0.00","$171.15"
"","VUSE MN 4PK 2.4%","4920502342","48","VUSE 4PK","HENERY'S","7.00","$1535.52","$947.72","$562.86","36.66%","62.02%","$24.94","$105.76","$1616.34","0.00","$0.00","$1616.34"
"","VUSE GT 2PK 1.8%","4920501976","1","VUSE 2PK","HENERY'S","4.00","$19.99","$11.91","$8.08","40.42%","67.84%","$0.00","$1.40","$21.39","0.00","$0.00","$21.39"
"","VUSE MN 2PK 5%","4920501625","8","VUSE 2PK","HENERY'S","1.00","$129.97","$95.28","$34.69","26.69%","36.41%","$0.00","$9.10","$139.07","0.00","$0.00","$139.07"
"","KRAVE BOT TRAINWRECK KRATOM 120GM","1198103227","1","KRAVE BOT 120G POWDER"," KRATOM ROOTS","2.00","$20.99","$9.99","$11.00","52.41%","110.11%","$0.00","$1.47","$22.46","0.00","$0.00","$22.46"
"","KRAVE BOT TRAINWRECK 100 CAP","1005907582","1","KRAVE BOT 100 CAPS "," KRATOM ROOTS","3.00","$34.99","$16.49","$18.50","52.87%","112.19%","$0.00","$2.45","$37.44","0.00","$0.00","$37.44"
"","KRAVE BOT WHITE THAI 30 CAPS","1102002669","1","KRAVE BOT 30 CAPS"," KRATOM ROOTS","2.00","$8.99","$3.99","$5.00","55.62%","125.31%","$0.00","$0.63","$9.62","0.00","$0.00","$9.62"
"","KRAVE BOT RED DRAGON 30 CAPS","1198103390","1","KRAVE BOT 30 CAPS"," KRATOM ROOTS","3.00","$8.99","$3.99","$5.00","55.62%","125.31%","$0.00","$0.63","$9.62","0.00","$0.00","$9.62"
"","KRAVE BOT WHITE MAENG DA 30 CAPS","1198103392","1","KRAVE BOT 30 CAPS"," KRATOM ROOTS","3.00","$8.99","$3.99","$5.00","55.62%","125.31%","$0.00","$0.63","$9.62","0.00","$0.00","$9.62"
"","KRAVE BOT TRAINWRECK 150CAPS","1198103223","2","KRAVE BOT 150 CAPS"," KRATOM ROOTS","6.00","$45.98","$21.98","$24.00","52.20%","109.19%","$0.00","$3.22","$49.20","0.00","$0.00","$49.20"
"","KRAVE BOT RED MAENGDA 150CAPS","1005907512","1","KRAVE BOT 150 CAPS"," KRATOM ROOTS","2.00","$22.99","$10.99","$12.00","52.20%","109.19%","$0.00","$1.61","$24.60","0.00","$0.00","$24.60"
"","JUST CBD VAPE JUICE COOKIES","9276918634","1","CBD VAPE JUICE"," KRATOM ROOTS","3.00","$22.99","$9.99","$13.00","56.55%","130.13%","$0.00","$1.61","$24.60","0.00","$0.00","$24.60"
"","JUST CBD VAPE JUICE  STRAWBERRY CHEESECAKE","9683188050","4","CBD VAPE JUICE"," KRATOM ROOTS","3.00","$91.96","$39.96","$52.00","56.55%","130.13%","$0.00","$6.44","$98.40","0.00","$0.00","$98.40"
"","JUST CBD VAPE JUICE WATERMELON OG","9276918638","1","CBD VAPE JUICE"," KRATOM ROOTS","4.00","$22.99","$9.99","$11.00","47.85%","130.13%","$2.00","$1.47","$22.46","0.00","$0.00","$22.46"
"","JUST CBD PET STEAK BITES 6OZ","9276918619","1","CBD PET FOOD","MY SMOKE","3.00","$24.99","$11.99","$13.00","52.02%","108.42%","$0.00","$1.75","$26.74","0.00","$0.00","$26.74"
"","VIVA ZEN KRATOM MIT 40 MG ORIGINAL","0946514932","18","KRATOM DRINK"," KRATOM ROOTS","30.00","$125.82","$55.44","$69.59","55.31%","126.95%","$0.79","$8.76","$133.79","0.00","$0.00","$133.79"
"","MIT 45 BLACK LABEL CAP 6PK","8033488877","8","MIT 45 "," KRATOM ROOTS","16.00","$279.92","$126.64","$149.45","53.39%","121.04%","$3.83","$19.32","$295.41","0.00","$0.00","$295.41"
"","CLEANAF MAX CBD 1.5K HAWAIIAN LIMEADE","5002512304","2","CBD E-CIG"," KRATOM ROOTS","8.00","$41.48","$20.00","$20.72","49.95%","107.40%","$0.76","$2.85","$43.57","0.00","$0.00","$43.57"
"","CLEANAF MAX CBD 1.5K SOUR BLUE RAZZ","5002512310","7","CBD E-CIG"," KRATOM ROOTS","0.00","$138.93","$70.00","$68.33","49.18%","98.47%","$0.60","$9.67","$148.00","0.00","$0.00","$148.00"
"","CLEANAF MAX CBD 1.5K PEACH ICE","6000514755","2","CBD E-CIG"," KRATOM ROOTS","8.00","$41.48","$20.00","$20.32","48.99%","107.40%","$1.16","$2.82","$43.14","0.00","$0.00","$43.14"
"","CLEANAF MAX CBD 1.5K WATERMELON ICE","5002512316","3","CBD E-CIG"," KRATOM ROOTS","6.00","$60.97","$30.00","$30.97","50.80%","103.23%","$0.00","$4.26","$65.23","0.00","$0.00","$65.23"
"","CLEANAF MAX CBD 1.5K NERDZ","5002512306","5","CBD E-CIG"," KRATOM ROOTS","5.00","$99.95","$50.00","$49.95","49.97%","99.90%","$0.00","$6.98","$106.93","0.00","$0.00","$106.93"
"","CLEANAF MAX CBD 1.5K TUTTI FRUTTI","5002512315","6","CBD E-CIG"," KRATOM ROOTS","1.00","$124.44","$60.00","$61.16","49.15%","107.40%","$3.28","$8.47","$129.63","0.00","$0.00","$129.63"
"","CLEANAF MAX CBD 1.5K KIWI STRAWBERRY","5002512308","7","CBD E-CIG"," KRATOM ROOTS","1.00","$138.93","$70.00","$66.39","47.79%","98.47%","$2.54","$9.53","$145.92","0.00","$0.00","$145.92"
"","CLEANAF MAX CBD 1.5K MINTY FRESH","6000514752","4","CBD E-CIG"," KRATOM ROOTS","6.00","$82.96","$40.00","$42.96","51.78%","107.40%","$0.00","$5.80","$88.76","0.00","$0.00","$88.76"
"","CLEANAF MAX CBD 1.5K COTTON CANDY","5002512300","8","CBD E-CIG"," KRATOM ROOTS","0.00","$165.92","$80.00","$82.46","49.70%","107.40%","$3.46","$11.36","$193.31","1.00","$20.85","$172.46"
"","CLEANAF MAX CBD 1.5K PURPLE PUNCH","5002512302","7","CBD E-CIG"," KRATOM ROOTS","3.00","$146.43","$70.00","$76.43","52.20%","109.19%","$0.00","$10.24","$176.16","1.00","$20.85","$155.31"
"","CLEANAF MAX CBD 1.5K CITRUS SPLASH","5002512318","1","CBD E-CIG"," KRATOM ROOTS","9.00","$21.99","$10.00","$11.99","54.52%","119.90%","$0.00","$1.54","$23.53","0.00","$0.00","$23.53"
"","NJOY CLASSIC TOBBACO 5%","1068701491","1","NJOY","HENERY'S","2.00","$11.49","$7.21","$4.28","37.25%","59.36%","$0.00","$0.80","$12.29","0.00","$0.00","$12.29"
"","NJOY ACE DEVICE","1997901139","1","NJOY","HENERY'S","3.00","$8.99","$6.73","$2.26","25.14%","33.58%","$0.00","$0.63","$9.62","0.00","$0.00","$9.62"
"","NJOY MENTHOL 5%","1068701493","3","NJOY","HENERY'S","2.00","$34.47","$21.63","$12.84","37.25%","59.36%","$0.00","$2.41","$36.88","0.00","$0.00","$36.88"
"","4 ACES TUBES REG 100MM","7717013029","1","4 ACES TUBES","GRANITE CITY","14.00","$2.89","$2.64","-$0.43","-14.88%","9.47%","$0.68","$0.15","$2.36","0.00","$0.00","$2.36"
"","4 ACES TUBES MENTHOL KGS","7717013027","1","4 ACES TUBES","GRANITE CITY","14.00","$2.89","$2.64","$0.25","8.65%","9.47%","$0.00","$0.20","$3.09","0.00","$0.00","$3.09"
"","VAPORESSO XROS 0.8 MESH POD COREX 2.0","4349865902","225","MOD","MIDWEST","102.00","$974.93","$471.55","$485.08","49.76%","106.75%","$18.30","$67.00","$1023.63","0.00","$0.00","$1023.63"
"","LOON SALTS 50MG FROZEN MANGO","9027796178","2","LOON SALTS 50MG","GRANITE CITY","11.00","$21.38","$12.00","$7.19","33.63%","78.17%","$2.19","$1.34","$20.53","0.00","$0.00","$20.53"
"","LOON SALTS 50MG FROZEN STRAWBERY","8286312142","9","LOON SALTS 50MG","GRANITE CITY","13.00","$94.91","$54.00","$39.91","42.05%","75.77%","$1.00","$6.55","$100.46","0.00","$0.00","$100.46"
"","LOON SALTS 30MG FROZEN FIZZY POP PEACH","6746198994","6","LOON SALTS 30MG","GRANITE CITY","0.00","$62.44","$36.00","$24.60","39.40%","73.46%","$1.84","$4.24","$64.84","0.00","$0.00","$64.84"
"","LOON SALTS 30MG BLUE LIGHTNING","0195637465","5","LOON SALTS 30MG","GRANITE CITY","12.00","$48.46","$30.00","$17.51","36.13%","61.52%","$0.95","$3.32","$50.83","0.00","$0.00","$50.83"
"","LOON SALTS 30MG ICED PINEAPPLE","9027796149","43","LOON SALTS 30MG","GRANITE CITY","11.00","$445.65","$258.00","$179.50","40.28%","72.73%","$8.15","$30.54","$468.04","0.00","$0.00","$468.04"
"","LOON SALTS 30MG DRAGON BLOOD","8809986999","8","LOON SALTS 30MG","GRANITE CITY","3.00","$81.48","$48.00","$31.75","38.96%","69.74%","$1.73","$5.57","$85.32","0.00","$0.00","$85.32"
"","LOON SALTS 50MG DRAGON BLOOD","8809986998","23","LOON SALTS 50MG","GRANITE CITY","10.00","$239.46","$138.00","$94.03","39.27%","73.52%","$7.43","$16.20","$248.23","0.00","$0.00","$248.23"
"","LOON SALTS 30MG ICED LUSH","0195637470","15","LOON SALTS 30MG","GRANITE CITY","12.00","$160.45","$90.00","$70.45","43.91%","78.28%","$0.00","$11.23","$181.57","1.00","$10.58","$170.99"
"","LOON SALTS 50MG STRAWBERRY WATERMELON","9027796028","10","LOON SALTS 50MG","GRANITE CITY","14.00","$101.41","$60.00","$41.41","40.83%","69.01%","$0.00","$7.08","$108.49","0.00","$0.00","$108.49"
"","LOON NYXX ARCTIC LEMON 7MG","6746199162","31","CHEW LOON NYXX","GRANITE CITY","47.00","$166.69","$142.10","$21.09","12.65%","17.30%","$3.50","$11.37","$174.56","0.00","$0.00","$174.56"
"","LOON NYXX GUM MINT 14MG","6746199206","65","CHEW LOON NYXX","GRANITE CITY","141.00","$265.15","$233.50","$29.65","11.18%","13.55%","$2.00","$18.42","$281.57","0.00","$0.00","$281.57"
"","LOON NYXX ARCTIC GRAPE 14MG","6746199165","67","CHEW LOON NYXX","GRANITE CITY","28.00","$284.33","$246.50","$37.64","13.24%","15.35%","$0.19","$19.88","$304.02","0.00","$0.00","$304.02"
"","LOON NYXX ARCTIC LEMON 14MG","6746199163","8","CHEW LOON NYXX","GRANITE CITY","15.00","$44.72","$37.60","$5.12","11.45%","18.94%","$2.00","$2.99","$45.71","0.00","$0.00","$45.71"
"","LOON","9999951968","24","CHEW LOON NYXX","GRANITE CITY","0.00","$118.76","$96.00","$20.68","17.41%","23.71%","$2.08","$8.10","$124.78","0.00","$0.00","$124.78"
"","LOON NYXX GREEN APPLE 14MG","6746199161","15","CHEW LOON NYXX","GRANITE CITY","15.00","$78.35","$64.50","$11.75","15.00%","21.47%","$2.10","$5.32","$81.57","0.00","$0.00","$81.57"
"","LOON NYXX CINNAMON OG 14MG","6746199167","1","CHEW LOON NYXX","GRANITE CITY","12.00","$5.59","$4.70","$0.89","15.92%","18.94%","$0.00","$0.39","$5.98","0.00","$0.00","$5.98"
"","LOON NYXX CINNAMON OG 7MG","6746199166","3","CHEW LOON NYXX","GRANITE CITY","12.00","$16.77","$14.10","$2.67","15.92%","18.94%","$0.00","$1.17","$17.94","0.00","$0.00","$17.94"
"","LOON NYXX ARCTIC STRAWBERRY 7MG","6746199156","195","CHEW LOON NYXX","GRANITE CITY","115.00","$858.95","$742.50","$111.76","13.01%","15.68%","$4.69","$59.68","$913.94","0.00","$0.00","$913.94"
"","LOON NYXX ARCTIC STRAWBERRY 14MG","6746199157","60","CHEW LOON NYXX","GRANITE CITY","33.00","$288.80","$251.00","$37.25","12.90%","15.06%","$0.55","$20.16","$308.41","0.00","$0.00","$308.41"
